 04/19/2022, 70906B, FB24Z, ZMAX FENCE BRACKET, 4.000,EACH,"5.56
"
 04/14/2022, 69944B, NP100W,NP1 WHITE 590ML SAUSAGE,2.000,EACH," 43.98
"
 04/28/2022, 75365B, PE700304,"PERFORMANCE STAIN BRUSH 3""", 1.000,EACH,"6.49
"
 04/20/2022, 71596B, SILL8," 7.5""x75' SILL GASKET", 1.000,EACH,"7.99
"
 04/25/2022, 73308B, ZC62258, STUD SENSOR-PRO LCD,1.000,EACH," 39.99
"
 1, Paint and Stains,T o t a l," 2,237.42
"
 04/21/2022, 71956B, 00021," 1/2"" ECONO PAINT BRUSH", 1.000,EACH,"1.89
"
 04/21/2022, 72196B, 00022," 3/4"" ECONO PAINT BRUSH", 1.000,EACH,"1.97
"
 04/09/2022, 68054A, 00025," 2"" ECONO PAINT BRUSH", 2.000,EACH,"5.38
"
 04/26/2022, 73943B, 00025," 2"" ECONO PAINT BRUSH", 2.000,EACH,"5.38
"
 04/30/2022, 76163B, 00025," 2"" ECONO PAINT BRUSH", 2.000,EACH,"5.38
"
 04/19/2022, 70933B, 01018, ZINSSER BIN PRIMER AEROSOL, 1.000,EACH," 19.99
"
 04/02/2022, 65044B, 02012, BULLSEYE 123 PRIMER 3.78L,1.000,EACH," 44.99
"
 04/26/2022, 74053A, 02012, BULLSEYE 123 PRIMER 3.78L,1.000,EACH," 44.99
"
 04/27/2022, 74905A, 02012, BULLSEYE 123 PRIMER 3.78L,1.000,EACH," 44.99
"
 04/26/2022, 74428B, 0241607, KRYLON H/H BLACK GLOSS 340G,1.000,EACH," 19.99
"
 04/14/2022, 70181B, 0450714, SPAR URETHANE SATIN 236ML,1.000,EACH," 17.99
"
 04/26/2022, 74343B, 0503672, TREMCLAD BLACK FLAT 237ML,1.000,EACH," 10.79
"
 04/14/2022, 69849B, 0503682, TREMCLAD BLACK GLOSS 237ML, 1.000,EACH," 10.79
"
 04/14/2022, 70210B, 0503710, TREMCLAD WHITE FLAT AERO 340G,1.000,EACH," 13.99
"
 04/21/2022, 71956B, 0503710, TREMCLAD WHITE FLAT AERO 340G,1.000,EACH," 13.99
"
 04/22/2022, 72623B, 0503710, TREMCLAD WHITE FLAT AERO 340G,2.000,EACH," 27.98
"
 04/11/2022, 68541A, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 13.99
"
 04/23/2022, 73301B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 13.99
"
 04/28/2022, 75217B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 1.000,EACH," 13.99
"
 04/28/2022, 75488B, 0503722, TREMCLAD BLACK GLOSS AERO 340G, 2.000,EACH," 27.98
"
 04/29/2022, 75610B, 0504076, INT VARATHANE S/G W/B AERO, 1.000,EACH," 16.99
"
 04/04/2022, 65605B, 0504268, CLEAR SATIN VARATHANE PRO 236ML,1.000,EACH," 14.99
"
 04/12/2022, 69215B, 0504272, CLEAR SATIN VARATHANE PRO AERO, 1.000,EACH," 16.99
"
 04/07/2022, 67291B, 0510230, TREMCLAD BLACK FLAT H/H AERO, 1.000,EACH," 17.99
"
 04/23/2022, 73158B, 0510230, TREMCLAD BLACK FLAT H/H AERO, 1.000,EACH," 17.99
"
 04/06/2022, 66613B, 0565446, HANDY PAINT PAIL LINER 6PK, 1.000,EACH,"8.29
"
 04/21/2022, 72010A, 09804," PAINTPAL POLYESTER BRUSH 1-1/2""",1.000,EACH,"3.59
"
 04/26/2022, 74352B, 10036, DECKOTE JOINT TAPE, 1.000,EACH," 12.99
"
 04/08/2022, 67765B, 10PKCWSHOE,10 PACK SHOE COVERS,1.000,EACH,"5.39
"
 04/21/2022, 71967B, 10PKCWSHOE,10 PACK SHOE COVERS,2.000,EACH," 11.98
"
 04/19/2022, 71139B, 1629971, TREMCLAD WHITE S/G 237ML, 1.000,EACH," 11.99
"
 04/07/2022, 66848B, 1661838, INVERTED MARKING PAINT PINK,1.000,EACH," 11.99
"
 04/19/2022, 71305B, 1661838, INVERTED MARKING PAINT PINK,1.000,EACH," 10.79
"
 04/28/2022, 75514B, 17-0490, DECKOTE SLATE GALLON, 1.000,EACH," 89.99
"
 04/26/2022, 74133B, 17-0496, DECKOTE CRACK FILLER QT,1.000,EACH," 26.99
"
 04/27/2022, 74678B, 17-0496, DECKOTE CRACK FILLER QT,1.000,EACH," 32.99
"
 04/11/2022, 68638B, 170550Q, DECKOTE PRIMER QUART, 1.000,EACH," 29.99
"
 04/06/2022, 66481B, 203029,INVERTED MARKING PAINT RED, 2.000,EACH," 23.98
"
 04/08/2022, 67584B, 203029,INVERTED MARKING PAINT RED, 1.000,EACH," 11.99
"
 04/26/2022, 73943B, 254933,TREMCLAD WHITE S/G 946ML, 1.000,EACH," 25.99
"
 04/25/2022, 73522B, 256184,COVER STAIN SEALER 1GAL,2.000,EACH," 91.98
"
 04/27/2022, 74479B, 256184,COVER STAIN SEALER 1GAL,2.000,EACH," 91.98
"
 04/01/2022, 64295B, 270S25B522,TREMCLAD WHITE S/G AERO 340G, 2.000,EACH," 27.98
"
 04/18/2022, 70721A, 270S25B522,TREMCLAD WHITE S/G AERO 340G, 1.000,EACH," 13.99
"
 04/07/2022, 67196A, 270S26B522,TREMCLAD BLACK S/G AERO 340G, 1.000,EACH," 13.99
"
 04/07/2022, 67107B, 287810,RUST CHECK RUST CONVERTER,1.000,EACH," 14.39
"
 04/05/2022, 65796B, 33-691ARM, ARMOR ALL COPPER II 946ML,1.000,EACH," 20.69
"
 04/11/2022, 68332A, 335273,"3/8""X3/16""X17' FOAM TAPE", 1.000,EACH,"7.99
"
 04/09/2022, 67853B, 451701,COLORMAXX METALLIC GOLD 340G, 1.000,EACH," 18.99
"
 04/19/2022, 71305B, 503674,TREMCLAD FIRE RED GLOSS 237ML,1.000,EACH," 10.79
"
 04/29/2022, 75986A, 504068,INT VARATHANE S/G W/B 946ML,1.000,EACH," 36.99
"
 04/09/2022, 67872B, 504084,INT VARATHANE SATIN W/B 946ML,1.000,EACH," 32.39
"
 04/12/2022, 69237B, 504084,INT VARATHANE SATIN W/B 946ML,1.000- EACH," 32.39-
"
 04/19/2022, 71305B, 504256,CLEAR S/G VARATHANE PRO AERO, 1.000,EACH," 15.29
"
 04/27/2022, 74509A, 504256,CLEAR S/G VARATHANE PRO AERO, 1.000,EACH," 18.99
"
 04/20/2022, 71801B, 504711,BUTCHER BLOCK OIL 473ML,1.000,EACH," 28.99
"
 04/11/2022, 68699B, 504780,DANISH OIL NATURAL 946ML, 1.000,EACH," 21.99
"
 04/11/2022, 68699B, 504792,DANISH OIL DARK WALNUT 946ML, 1.000,EACH," 19.79
"
 04/19/2022, 71299B, 504792,DANISH OIL DARK WALNUT 946ML, 1.000,EACH," 21.99
"
 04/05/2022, 66223A, 52212," SILVER TIP ANGLED BRUSH 2""", 1.000,EACH,"9.89
"
 04/13/2022, 69309A, 52212," SILVER TIP ANGLED BRUSH 2""", 1.000,EACH,"9.89
"
 04/04/2022, 65451A, 59597860009, 236ML LEMON FURN POLISH&CLEANER,1.000,EACH,"5.99
"
 04/05/2022, 65877A, 623486,STAIN MARKER CHERRY,1.000,EACH," 12.59
"
 04/13/2022, 69488B, 639277170583,PAINTERS BRUSH SET ART BRUSHES, 1.000,EACH,"2.69
"
 04/13/2022, 69760B, 639277170583,PAINTERS BRUSH SET ART BRUSHES, 1.000,EACH,"2.99
"
 04/26/2022, 74343B, 639277170583,PAINTERS BRUSH SET ART BRUSHES, 1.000,EACH,"2.69
"
 04/05/2022, 66246B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",3.000,LFT," 5.67
"
 04/09/2022, 67927B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",2.000,LFT," 3.78
"
 04/14/2022, 69905B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",3.000,LFT," 5.67
"
 04/20/2022, 71638B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",1.000,LFT," 1.89
"
 04/21/2022, 72091B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",5.000,LFT," 9.45
"
 04/22/2022, 72527A, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",2.000,LFT," 3.78
"
 04/25/2022, 73705B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'", 12.000,LFT,"19.08
"
 04/27/2022, 74531B, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",2.000,LFT," 3.78
"
 04/30/2022, 76166A, 670004,"1 1/2"" ABS PIPE BY THE FOOT 12'",3.000,LFT," 5.67
"
 04/11/2022, 68588B, 6772966, 2PC CAULKING TOOL SET HYDE, 1.000,EACH,"4.99
"
 04/14/2022, 70082B, 6772966, 2PC CAULKING TOOL SET HYDE, 1.000,EACH,"4.99
"
 04/28/2022, 75292B, 7082381, ASSORTED 3PK ARTIST BRUSH,6.000,EACH," 21.55
"
 04/13/2022, 69459A, 7617251, SELF-ETCHING PRIMER GREY AERO,2.000,EACH," 27.98
"
 04/01/2022, 64598A, 853-10,REPLACEMENT FINISHING PADS, 1.000,EACH," 17.59
"
 04/06/2022, 66613B, 8629,WOOSTER PELICAN LINER 3PK,1.000,EACH,"6.99
"
 04/26/2022, 74352B, 94-0066, DECKOTE TEXTURE ROLLER, 1.000,EACH," 14.99
"
 04/06/2022, 66581B, 9913W-25,"NOBLE BRUSH 2-1/2""", 1.000,EACH," 18.89
"
 04/11/2022, 68391B, AG662603,DYNAMIC DUAL ANGLE SPONGE MEDIU,1.000,EACH,"3.99
"
 04/12/2022, 68947A, AG662603,DYNAMIC DUAL ANGLE SPONGE MEDIU,1.000,EACH,"3.59
"
 04/28/2022, 75030A, AG662603,DYNAMIC DUAL ANGLE SPONGE MEDIU,1.000,EACH,"3.59
"
 04/26/2022, 74239B, C81004,PICKLING WHITE STAIN OLD MASTER,2.000,EACH," 68.38
"
 04/19/2022, 71305B, C81304,CEDAR STAIN OLD MASTERS 946ML,1.000,EACH," 34.19
"
 04/02/2022, 65108B, C84404,ESPRESSO STAIN OLD MASTERS 946M,1.000,EACH," 42.99
"
 04/09/2022, 68054A, C84516,OMD GEL STAIN CARBON BLACK 236M,1.000,EACH," 19.79
"
 04/29/2022, 75708B, C84516,OMD GEL STAIN CARBON BLACK 236M,1.000,EACH," 19.79
"
 04/08/2022, 67420B, DCXO45040B01F, GRINDING & POLISHING FLAP DISC, 1.000,EACH," 11.69
"
 04/06/2022, 66653A, EB200010,COVER STAIN SEALER SPRAY, 1.000,EACH," 12.99
"
 04/11/2022, 68407A, EB200010,COVER STAIN SEALER SPRAY, 2.000,EACH," 25.98
"
 04/27/2022, 74439A, EB200010,COVER STAIN SEALER SPRAY, 2.000,EACH," 25.98
"
 04/29/2022, 75625A, EB200010,COVER STAIN SEALER SPRAY, 2.000,EACH," 25.98
"
 04/04/2022, 65593B, HB021702,10MM MULTI-PURPOSE ROLLER KIT 5,1.000,EACH," 17.09
"
 04/09/2022, 68068B, HB021702,10MM MULTI-PURPOSE ROLLER KIT 5,1.000,EACH," 17.09
"
 04/12/2022, 69188B, HB021702,10MM MULTI-PURPOSE ROLLER KIT 5,1.000,EACH," 17.09
"
 04/22/2022, 72884B, HB021702,10MM MULTI-PURPOSE ROLLER KIT 5,1.000,EACH," 10.82
"
 04/04/2022, 65549A, HB021740,PRO ROLLER CAGE FRAME 240MM,1.000,EACH,"5.49
"
 04/04/2022, 65592A, HB021740,PRO ROLLER CAGE FRAME 240MM,1.000,EACH,"4.94
"
 04/04/2022, 65592A, HB021743,WOOD HANDLE ROLLER CAGE,1.000,EACH," 10.43
"
 04/20/2022, 71544B, HB021743,WOOD HANDLE ROLLER CAGE,1.000,EACH," 11.59
"
 04/02/2022, 64956B, HB021744,REGULAR WIRE ROLLER CAGE, 1.000,EACH,"3.99
"
 04/11/2022, 68357B, HB021797,LINT FREE ROLLER 13MM 240MM,1.000,EACH,"4.04
"
 04/02/2022, 64933B, HB021842,10MM LINTFREE ROLLER KIT 4PC, 1.000,EACH," 12.99
"
 04/13/2022, 69341B, HB021842,10MM LINTFREE ROLLER KIT 4PC, 2.000,EACH," 23.38
"
 04/19/2022, 70952B, HB021842,10MM LINTFREE ROLLER KIT 4PC, 1.000,EACH," 11.69
"
 04/29/2022, 75709A, HB021842,10MM LINTFREE ROLLER KIT 4PC, 1.000,EACH," 12.99
"
 04/29/2022, 75713A, HB021842,10MM LINTFREE ROLLER KIT 4PC, 1.000- EACH," 12.99-
"
 04/20/2022, 71672A, HB160005,"SCOUT BRISTLE 2"" BRUSH", 1.000,EACH,"2.59
"
 04/19/2022, 71305B, HB189003,"SOVEREIGN BRUSH 1""", 1.000,EACH,"5.39
"
 04/26/2022, 73929A, HB189003,"SOVEREIGN BRUSH 1""", 1.000,EACH,"5.39
"
 04/12/2022, 69036A, HB189005,"SOVEREIGN BRUSH ANGLED 2""",1.000,EACH,"8.99
"
 04/27/2022, 74493B, HB199107,"SOLOMAN BRUSH 3""", 1.000,EACH," 10.79
"
 04/08/2022, 67330B, HB285005,"HIGH DENSITY FOAM BRUSH 2""", 3.000,EACH,"3.87
"
 04/08/2022, 67596B, HB285005,"HIGH DENSITY FOAM BRUSH 2""", 1.000,EACH,"1.16
"
 04/19/2022, 71139B, HB285005,"HIGH DENSITY FOAM BRUSH 2""", 1.000,EACH,"1.29
"
 04/11/2022, 68354B, HB461716,TRIM ROLLER 75MM X 5MM, 1.000,EACH,"2.19
"
 04/18/2022, 70745B, HB461716,TRIM ROLLER 75MM X 5MM, 1.000,EACH,"2.19
"
 04/21/2022, 72010A, HB461716,TRIM ROLLER 75MM X 5MM, 1.000,EACH,"2.19
"
 04/11/2022, 68354B, HB461822,2PK JUNIOR TRIM REFILLS,1.000,EACH,"3.29
"
 04/16/2022, 70409A, HM005309,"4"" Y/S TRIM ROLLER REFILL 2PK",1.000,EACH,"4.99
"
 04/19/2022, 70838B, HM005309,"4"" Y/S TRIM ROLLER REFILL 2PK",1.000,EACH,"4.49
"
 04/12/2022, 68973A, HM005312,FOAM ROLLER CAGE BAR, 1.000,EACH,"2.59
"
 04/28/2022, 75100B, HM005312,FOAM ROLLER CAGE BAR, 1.000,EACH,"2.33
"
 04/25/2022, 73522B, HZ000100,GRID FOR 1GAL BUCKET, 1.000,EACH,"2.15
"
 04/05/2022, 66223A, HZ020440,DYNAMIC MINI ROLLER TRAY, 2.000,EACH,"5.38
"
 04/13/2022, 69629B, HZ020440,DYNAMIC MINI ROLLER TRAY, 2.000,EACH,"5.98
"
 04/21/2022, 72010A, HZ020440,DYNAMIC MINI ROLLER TRAY, 1.000,EACH,"2.99
"
 04/28/2022, 75249B, HZ020440,DYNAMIC MINI ROLLER TRAY, 2.000,EACH,"5.38
"
 04/30/2022, 76163B, HZ020440,DYNAMIC MINI ROLLER TRAY, 1.000,EACH,"2.69
"
 04/04/2022, 65549A, HZ020450,ENVIRO TRAY LINER DYNAMIC,1.000,EACH,"3.39
"
 04/08/2022, 67494B, HZ020450,ENVIRO TRAY LINER DYNAMIC,1.000,EACH,"3.05
"
 04/12/2022, 69188B, HZ020450,ENVIRO TRAY LINER DYNAMIC,2.000,EACH,"6.10
"
 04/13/2022, 69629B, HZ020450,ENVIRO TRAY LINER DYNAMIC,1.000,EACH,"3.39
"
 04/29/2022, 75955B, K41613,COLORMAXX BLACK SATIN 340G, 1.000,EACH," 16.99
"
 04/06/2022, 66785B, K42730,FUSION WHITE FLAT 340G, 1.000,EACH," 18.99
"
 04/30/2022, 76218B, K42730,FUSION WHITE FLAT 340G, 1.000,EACH," 18.99
"
 04/12/2022, 69022A, KR235, WOOSTER 7MM MICRO SLEEVE, 1.000,EACH,"8.49
"
 04/13/2022, 69341B, KR642, ROLLER SLEEVE 10mm PRO/DOO-Z, 2.000,EACH," 16.18
"
 04/12/2022, 68961B, MIXA,LIGHT DUTYPAINT MIXER,1.000,EACH,"4.99
"
 04/12/2022, 68922B, MOD-077368,TOP WORKS 3PC PAINT TRAY KIT, 1.000,EACH," 12.99
"
 04/05/2022, 66088A, PU-XL, PAINTING GLOVES XL, 1.000,EACH,"2.99
"
 04/11/2022, 68699B, RF2016C, HOWARD RESTORE A FINISH MAPLE-P,3.000,EACH," 40.47
"
 04/11/2022, 68638B, SAFETTREDQ,DECKOTE SAFE-T-TRED QUART,1.000,EACH," 32.99
"
 04/27/2022, 74925A, SAFETTREDQ,DECKOTE SAFE-T-TRED QUART,1.000,EACH," 32.99
"
 04/25/2022, 73494B, SSP20969,INVERTED MARKING PAINT BLUE,1.000,EACH," 11.99
"
 04/02/2022, 64842B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/02/2022, 65108B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/04/2022, 65307A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/05/2022, 65877A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/06/2022, 66708B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/07/2022, 67022A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/09/2022, 68054A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/11/2022, 68699B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/11/2022, 68699B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/11/2022, 68699B, WARNING, READ LABEL:______,3.000,FOOT,"0.00
"
 04/11/2022, 68699B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/12/2022, 69027B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/13/2022, 69309A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/14/2022, 69849B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/14/2022, 69978A, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/14/2022, 70181B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/19/2022, 71139B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/19/2022, 71299B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/19/2022, 71305B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/20/2022, 71801B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/26/2022, 73943B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/26/2022, 74239B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/26/2022, 74343B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 04/29/2022, 75708B, WARNING, READ LABEL:______,1.000,FOOT,"0.00
"
 2, Cement Products, T o t a l," 3,331.40
"
 04/29/2022, 75739B, 0580622, CRACK FILLER 946ML, 1.000,EACH,"9.99
"
 04/06/2022, 66743B, 0750132, MORTAR REPAIR 296ML TUBE, 1.000,EACH,"9.99
"
 04/27/2022, 74665B, 12CORNER,"REBAR 1/2"" (10MM) CORNER", 1.000,EACH,"3.59
"
 04/11/2022, 68540B, 58REBARL,"5/8""REBAR L 8""X36""", 2.000,EACH,"9.60
"
 04/04/2022, 65396B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/05/2022, 66099B, CONC,CEM CONCRETE MIX 55LB,2.000,BAG,"13.78
"
 04/06/2022, 66578B, CONC,CEM CONCRETE MIX 55LB,8.000,BAG,"55.12
"
 04/07/2022, 66911B, CONC,CEM CONCRETE MIX 55LB,6.000,BAG,"41.34
"
 04/07/2022, 67307B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/08/2022, 67636A, CONC,CEM CONCRETE MIX 55LB,2.000,BAG,"13.78
"
 04/11/2022, 68531B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/11/2022, 68662B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/11/2022, 68701B, CONC,CEM CONCRETE MIX 55LB,1.000,BAG," 6.89
"
 04/12/2022, 69060B, CONC,CEM CONCRETE MIX 55LB, 12.000,BAG,"82.68
"
 04/13/2022, 69476B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/13/2022, 69718B, CONC,CEM CONCRETE MIX 55LB, 15.000,BAG," 103.35
"
 04/13/2022, 69751B, CONC,CEM CONCRETE MIX 55LB,9.000,BAG,"62.01
"
 04/14/2022, 69980B, CONC,CEM CONCRETE MIX 55LB,4.000,BAG,"27.56
"
 04/16/2022, 70467A, CONC,CEM CONCRETE MIX 55LB,1.000,BAG," 6.89
"
 04/19/2022, 70978B, CONC,CEM CONCRETE MIX 55LB,1.000,BAG," 6.89
"
 04/19/2022, 71215B, CONC,CEM CONCRETE MIX 55LB,1.000,BAG," 6.89
"
 04/21/2022, 71986B, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/22/2022, 72433B, CONC,CEM CONCRETE MIX 55LB,2.000,BAG,"13.78
"
 04/22/2022, 72455A, CONC,CEM CONCRETE MIX 55LB,2.000,BAG,"13.78
"
 04/25/2022, 73334A, CONC,CEM CONCRETE MIX 55LB,3.000,BAG,"20.67
"
 04/25/2022, 73386A, CONC,CEM CONCRETE MIX 55LB, 30.000,BAG," 206.70
"
 04/26/2022, 74082A, CONC,CEM CONCRETE MIX 55LB,8.000- BAG,"55.12-
"
 04/28/2022, 75377B, CONC,CEM CONCRETE MIX 55LB,7.000,BAG,"48.23
"
 04/28/2022, 75479B, CONC,CEM CONCRETE MIX 55LB,4.000,BAG,"27.56
"
 04/29/2022, 75963B, CONC,CEM CONCRETE MIX 55LB,6.000,BAG,"41.34
"
 04/06/2022, 66544B, CONCFAST,FAST SET CONCRETE MIX,2.000,BAG,"17.52
"
 04/07/2022, 66833B, CONCFAST,FAST SET CONCRETE MIX,1.000,BAG," 8.76
"
 04/08/2022, 67413A, CONCFAST,FAST SET CONCRETE MIX,1.000,BAG," 8.76
"
 04/11/2022, 68575B, CONCFAST,FAST SET CONCRETE MIX,4.000,BAG,"35.04
"
 04/11/2022, 68578B, CONCFAST,FAST SET CONCRETE MIX,6.000,BAG,"52.56
"
 04/12/2022, 68997B, CONCFAST,FAST SET CONCRETE MIX,2.000,BAG,"17.52
"
 04/13/2022, 69317A, CONCFAST,FAST SET CONCRETE MIX,1.000,BAG," 8.76
"
 04/13/2022, 69497A, CONCFAST,FAST SET CONCRETE MIX,6.000,BAG,"52.56
"
 04/13/2022, 69582B, CONCFAST,FAST SET CONCRETE MIX,2.000,BAG,"17.52
"
 04/13/2022, 69694B, CONCFAST,FAST SET CONCRETE MIX,1.000,BAG," 8.76
"
 04/20/2022, 71602B, CONCFAST,FAST SET CONCRETE MIX,1.000,BAG," 8.76
"
 04/20/2022, 71620B, CONCFAST,FAST SET CONCRETE MIX, 10.000,BAG,"87.60
"
 04/22/2022, 72506B, CONCFAST,FAST SET CONCRETE MIX,2.000,BAG,"17.52
"
 04/22/2022, 72580B, CONCFAST,FAST SET CONCRETE MIX,5.000,BAG,"43.80
"
 04/26/2022, 74104B, CONCFAST,FAST SET CONCRETE MIX, 10.000,BAG,"87.60
"
 04/04/2022, 65517A, DELTAF,DELTA FASTENERS, 22.000,EACH,"9.70
"
 04/04/2022, 65690A, DELTAF,DELTA FASTENERS, 20.000,EACH,"9.80
"
 04/22/2022, 72386B, DELTAF,DELTA FASTENERS,6.000,EACH,"2.65
"
 04/28/2022, 75108A, DELTAF,DELTA FASTENERS, 50.000,EACH," 24.50
"
 04/04/2022, 65517A, DELTAMS, DELTA BASEMENT WALL BY LINEAL F,5.000,EACH," 20.95
"
 04/04/2022, 65690A, DELTAMS, DELTA BASEMENT WALL BY LINEAL F,3.000,EACH," 12.57
"
 04/05/2022, 65777B, DELTAMS, DELTA BASEMENT WALL BY LINEAL F,3.000,EACH," 12.57
"
 04/22/2022, 72386B, DELTAMS, DELTA BASEMENT WALL BY LINEAL F,4.000,EACH," 16.76
"
 04/21/2022, 72042A, DENS35,"32""x5' DENSHIELD TILE BACKER", 5.000,EACH,"129.75
"
 04/06/2022, 66657B, DRYPACK, THICKBED MORTAR BLUE BAG 50LBS, 3.000,EACH," 35.97
"
 04/27/2022, 74442B, EXJOINT," 4""x10' EXPANSION JOINT BLACK", 3.000,PACK," 23.97
"
 04/13/2022, 69560A, FAST2K,FAST 2K POST BACKFILL,3.000,EACH," 59.97
"
 04/07/2022, 66867B, MORTAR,CEM MORTAR MIX 25 KG, 2.000,BAG,"17.18
"
 04/08/2022, 67353A, MORTAR,CEM MORTAR MIX 25 KG, 1.000,BAG," 8.59
"
 04/12/2022, 68840B, MORTAR,CEM MORTAR MIX 25 KG, 1.000,BAG," 8.59
"
 04/19/2022, 70911B, MORTAR,CEM MORTAR MIX 25 KG, 2.000,BAG,"17.18
"
 04/21/2022, 72156A, MORTAR,CEM MORTAR MIX 25 KG, 6.000,BAG,"51.54
"
 04/22/2022, 72809B, MORTAR,CEM MORTAR MIX 25 KG, 4.000,BAG,"34.36
"
 04/22/2022, 72826B, MORTAR,CEM MORTAR MIX 25 KG, 6.000,BAG,"51.54
"
